id,date,store_nbr,family,sales,onpromotion
26917,2013-01-16,14,"LIQUOR,WINE,BEER",6.0,0
26918,2013-01-16,14,MAGAZINES,0.0,0
26919,2013-01-16,14,MEATS,396.185,0
26920,2013-01-16,14,PERSONAL CARE,262.0,0
26921,2013-01-16,14,PET SUPPLIES,0.0,0
26922,2013-01-16,14,PLAYERS AND ELECTRONICS,0.0,0
26923,2013-01-16,14,POULTRY,43.91,0
26924,2013-01-16,14,PREPARED FOODS,34.0,0
26925,2013-01-16,14,PRODUCE,0.0,0
26926,2013-01-16,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
26927,2013-01-16,14,SEAFOOD,6.0,0
26928,2013-01-16,15,AUTOMOTIVE,1.0,0
26929,2013-01-16,15,BABY CARE,0.0,0
26930,2013-01-16,15,BEAUTY,9.0,0
26931,2013-01-16,15,BEVERAGES,570.0,0
26932,2013-01-16,15,BOOKS,0.0,0
26933,2013-01-16,15,BREAD/BAKERY,143.0,0
26934,2013-01-16,15,CELEBRATION,0.0,0
26935,2013-01-16,15,CLEANING,838.0,0
26936,2013-01-16,15,DAIRY,108.0,0
26937,2013-01-16,15,DELI,142.0,0
26938,2013-01-16,15,EGGS,34.0,0
26939,2013-01-16,15,FROZEN FOODS,10.0,0
26940,2013-01-16,15,GROCERY I,2112.0,0
26941,2013-01-16,15,GROCERY II,7.0,0
26942,2013-01-16,15,HARDWARE,0.0,0
26943,2013-01-16,15,HOME AND KITCHEN I,0.0,0
26944,2013-01-16,15,HOME AND KITCHEN II,0.0,0
26945,2013-01-16,15,HOME APPLIANCES,0.0,0
26946,2013-01-16,15,HOME CARE,0.0,0
26947,2013-01-16,15,LADIESWEAR,0.0,0
26948,2013-01-16,15,LAWN AND GARDEN,0.0,0
26949,2013-01-16,15,LINGERIE,5.0,0
26950,2013-01-16,15,"LIQUOR,WINE,BEER",14.0,0
26951,2013-01-16,15,MAGAZINES,0.0,0
26952,2013-01-16,15,MEATS,109.694,0
26953,2013-01-16,15,PERSONAL CARE,165.0,0
26954,2013-01-16,15,PET SUPPLIES,0.0,0
26955,2013-01-16,15,PLAYERS AND ELECTRONICS,0.0,0
26956,2013-01-16,15,POULTRY,28.251,0
26957,2013-01-16,15,PREPARED FOODS,19.0,0
26958,2013-01-16,15,PRODUCE,0.0,0
26959,2013-01-16,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
26960,2013-01-16,15,SEAFOOD,5.0,0
26961,2013-01-16,16,AUTOMOTIVE,3.0,0
26962,2013-01-16,16,BABY CARE,0.0,0
26963,2013-01-16,16,BEAUTY,0.0,0
26964,2013-01-16,16,BEVERAGES,241.0,0
26965,2013-01-16,16,BOOKS,0.0,0
26966,2013-01-16,16,BREAD/BAKERY,149.0,0
26967,2013-01-16,16,CELEBRATION,0.0,0
26968,2013-01-16,16,CLEANING,736.0,0
26969,2013-01-16,16,DAIRY,82.0,0
26970,2013-01-16,16,DELI,158.0,0
26971,2013-01-16,16,EGGS,48.0,0
26972,2013-01-16,16,FROZEN FOODS,6.0,0
26973,2013-01-16,16,GROCERY I,1624.0,0
26974,2013-01-16,16,GROCERY II,5.0,0
26975,2013-01-16,16,HARDWARE,0.0,0
26976,2013-01-16,16,HOME AND KITCHEN I,0.0,0
26977,2013-01-16,16,HOME AND KITCHEN II,0.0,0
26978,2013-01-16,16,HOME APPLIANCES,0.0,0
26979,2013-01-16,16,HOME CARE,0.0,0
26980,2013-01-16,16,LADIESWEAR,0.0,0
26981,2013-01-16,16,LAWN AND GARDEN,0.0,0
26982,2013-01-16,16,LINGERIE,2.0,0
26983,2013-01-16,16,"LIQUOR,WINE,BEER",11.0,0
26984,2013-01-16,16,MAGAZINES,0.0,0
26985,2013-01-16,16,MEATS,53.299,0
26986,2013-01-16,16,PERSONAL CARE,115.0,0
26987,2013-01-16,16,PET SUPPLIES,0.0,0
26988,2013-01-16,16,PLAYERS AND ELECTRONICS,0.0,0
26989,2013-01-16,16,POULTRY,77.768,0
26990,2013-01-16,16,PREPARED FOODS,45.0,0
26991,2013-01-16,16,PRODUCE,0.0,0
26992,2013-01-16,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
26993,2013-01-16,16,SEAFOOD,0.0,0
26994,2013-01-16,17,AUTOMOTIVE,2.0,0
26995,2013-01-16,17,BABY CARE,0.0,0
26996,2013-01-16,17,BEAUTY,0.0,0
26997,2013-01-16,17,BEVERAGES,849.0,0
26998,2013-01-16,17,BOOKS,0.0,0
26999,2013-01-16,17,BREAD/BAKERY,184.0,0
27000,2013-01-16,17,CELEBRATION,0.0,0
27001,2013-01-16,17,CLEANING,701.0,0
27002,2013-01-16,17,DAIRY,150.0,0
27003,2013-01-16,17,DELI,177.0,0
27004,2013-01-16,17,EGGS,47.0,0
27005,2013-01-16,17,FROZEN FOODS,30.0,0
27006,2013-01-16,17,GROCERY I,2001.0,0
27007,2013-01-16,17,GROCERY II,0.0,0
27008,2013-01-16,17,HARDWARE,0.0,0
27009,2013-01-16,17,HOME AND KITCHEN I,0.0,0
27010,2013-01-16,17,HOME AND KITCHEN II,0.0,0
27011,2013-01-16,17,HOME APPLIANCES,0.0,0
27012,2013-01-16,17,HOME CARE,0.0,0
27013,2013-01-16,17,LADIESWEAR,0.0,0
27014,2013-01-16,17,LAWN AND GARDEN,0.0,0
27015,2013-01-16,17,LINGERIE,1.0,0
27016,2013-01-16,17,"LIQUOR,WINE,BEER",16.0,0
27017,2013-01-16,17,MAGAZINES,0.0,0
27018,2013-01-16,17,MEATS,189.121,0
27019,2013-01-16,17,PERSONAL CARE,130.0,0
27020,2013-01-16,17,PET SUPPLIES,0.0,0
27021,2013-01-16,17,PLAYERS AND ELECTRONICS,0.0,0
27022,2013-01-16,17,POULTRY,137.413,0
27023,2013-01-16,17,PREPARED FOODS,45.0,0
27024,2013-01-16,17,PRODUCE,0.0,0
27025,2013-01-16,17,SCHOOL AND OFFICE SUPPLIES,0.0,0
27026,2013-01-16,17,SEAFOOD,7.0,0
27027,2013-01-16,18,AUTOMOTIVE,2.0,0
27028,2013-01-16,18,BABY CARE,0.0,0
27029,2013-01-16,18,BEAUTY,2.0,0
27030,2013-01-16,18,BEVERAGES,720.0,0
27031,2013-01-16,18,BOOKS,0.0,0
27032,2013-01-16,18,BREAD/BAKERY,574.0,0
27033,2013-01-16,18,CELEBRATION,0.0,0
27034,2013-01-16,18,CLEANING,467.0,0
27035,2013-01-16,18,DAIRY,203.0,0
27036,2013-01-16,18,DELI,146.219,0
27037,2013-01-16,18,EGGS,106.0,0
27038,2013-01-16,18,FROZEN FOODS,47.02,0
27039,2013-01-16,18,GROCERY I,1553.0,0
27040,2013-01-16,18,GROCERY II,10.0,0
27041,2013-01-16,18,HARDWARE,0.0,0
27042,2013-01-16,18,HOME AND KITCHEN I,0.0,0
27043,2013-01-16,18,HOME AND KITCHEN II,0.0,0
27044,2013-01-16,18,HOME APPLIANCES,0.0,0
27045,2013-01-16,18,HOME CARE,0.0,0
27046,2013-01-16,18,LADIESWEAR,0.0,0
27047,2013-01-16,18,LAWN AND GARDEN,0.0,0
27048,2013-01-16,18,LINGERIE,11.0,0
27049,2013-01-16,18,"LIQUOR,WINE,BEER",38.0,0
27050,2013-01-16,18,MAGAZINES,0.0,0
27051,2013-01-16,18,MEATS,87.574,0
27052,2013-01-16,18,PERSONAL CARE,100.0,0
27053,2013-01-16,18,PET SUPPLIES,0.0,0
27054,2013-01-16,18,PLAYERS AND ELECTRONICS,0.0,0
27055,2013-01-16,18,POULTRY,89.809,0
27056,2013-01-16,18,PREPARED FOODS,53.0,0
27057,2013-01-16,18,PRODUCE,0.0,0
27058,2013-01-16,18,SCHOOL AND OFFICE SUPPLIES,0.0,0
27059,2013-01-16,18,SEAFOOD,13.0,0
27060,2013-01-16,19,AUTOMOTIVE,4.0,0
27061,2013-01-16,19,BABY CARE,0.0,0
27062,2013-01-16,19,BEAUTY,0.0,0
27063,2013-01-16,19,BEVERAGES,576.0,0
27064,2013-01-16,19,BOOKS,0.0,0
27065,2013-01-16,19,BREAD/BAKERY,240.0,0
27066,2013-01-16,19,CELEBRATION,0.0,0
27067,2013-01-16,19,CLEANING,656.0,0
27068,2013-01-16,19,DAIRY,47.0,0
27069,2013-01-16,19,DELI,130.0,0
27070,2013-01-16,19,EGGS,16.0,0
27071,2013-01-16,19,FROZEN FOODS,10.0,0
27072,2013-01-16,19,GROCERY I,1322.0,0
27073,2013-01-16,19,GROCERY II,6.0,0
27074,2013-01-16,19,HARDWARE,3.0,0
27075,2013-01-16,19,HOME AND KITCHEN I,0.0,0
27076,2013-01-16,19,HOME AND KITCHEN II,0.0,0
27077,2013-01-16,19,HOME APPLIANCES,0.0,0
27078,2013-01-16,19,HOME CARE,0.0,0
27079,2013-01-16,19,LADIESWEAR,0.0,0
27080,2013-01-16,19,LAWN AND GARDEN,0.0,0
27081,2013-01-16,19,LINGERIE,0.0,0
27082,2013-01-16,19,"LIQUOR,WINE,BEER",19.0,0
27083,2013-01-16,19,MAGAZINES,0.0,0
27084,2013-01-16,19,MEATS,117.486,0
27085,2013-01-16,19,PERSONAL CARE,90.0,0
27086,2013-01-16,19,PET SUPPLIES,0.0,0
27087,2013-01-16,19,PLAYERS AND ELECTRONICS,0.0,0
27088,2013-01-16,19,POULTRY,45.966,0
27089,2013-01-16,19,PREPARED FOODS,21.0,0
27090,2013-01-16,19,PRODUCE,0.0,0
27091,2013-01-16,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
27092,2013-01-16,19,SEAFOOD,4.0,0
27093,2013-01-16,2,AUTOMOTIVE,3.0,0
27094,2013-01-16,2,BABY CARE,0.0,0
27095,2013-01-16,2,BEAUTY,5.0,0
27096,2013-01-16,2,BEVERAGES,976.0,0
27097,2013-01-16,2,BOOKS,0.0,0
27098,2013-01-16,2,BREAD/BAKERY,334.927,0
27099,2013-01-16,2,CELEBRATION,0.0,0
27100,2013-01-16,2,CLEANING,882.0,0
27101,2013-01-16,2,DAIRY,464.0,0
27102,2013-01-16,2,DELI,161.695,0
27103,2013-01-16,2,EGGS,193.0,0
27104,2013-01-16,2,FROZEN FOODS,70.0,0
27105,2013-01-16,2,GROCERY I,2864.0,0
27106,2013-01-16,2,GROCERY II,11.0,0
27107,2013-01-16,2,HARDWARE,1.0,0
27108,2013-01-16,2,HOME AND KITCHEN I,0.0,0
27109,2013-01-16,2,HOME AND KITCHEN II,0.0,0
27110,2013-01-16,2,HOME APPLIANCES,0.0,0
27111,2013-01-16,2,HOME CARE,0.0,0
27112,2013-01-16,2,LADIESWEAR,0.0,0
27113,2013-01-16,2,LAWN AND GARDEN,11.0,0
27114,2013-01-16,2,LINGERIE,7.0,0
27115,2013-01-16,2,"LIQUOR,WINE,BEER",65.0,0
27116,2013-01-16,2,MAGAZINES,0.0,0
27117,2013-01-16,2,MEATS,557.73,0
27118,2013-01-16,2,PERSONAL CARE,201.0,0
27119,2013-01-16,2,PET SUPPLIES,0.0,0
27120,2013-01-16,2,PLAYERS AND ELECTRONICS,0.0,0
27121,2013-01-16,2,POULTRY,212.293,0
27122,2013-01-16,2,PREPARED FOODS,87.886,0
27123,2013-01-16,2,PRODUCE,0.0,0
27124,2013-01-16,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
27125,2013-01-16,2,SEAFOOD,37.967,0
27126,2013-01-16,20,AUTOMOTIVE,0.0,0
27127,2013-01-16,20,BABY CARE,0.0,0
27128,2013-01-16,20,BEAUTY,0.0,0
27129,2013-01-16,20,BEVERAGES,0.0,0
27130,2013-01-16,20,BOOKS,0.0,0
27131,2013-01-16,20,BREAD/BAKERY,0.0,0
27132,2013-01-16,20,CELEBRATION,0.0,0
27133,2013-01-16,20,CLEANING,0.0,0
27134,2013-01-16,20,DAIRY,0.0,0
27135,2013-01-16,20,DELI,0.0,0
27136,2013-01-16,20,EGGS,0.0,0
27137,2013-01-16,20,FROZEN FOODS,0.0,0
27138,2013-01-16,20,GROCERY I,0.0,0
27139,2013-01-16,20,GROCERY II,0.0,0
27140,2013-01-16,20,HARDWARE,0.0,0
27141,2013-01-16,20,HOME AND KITCHEN I,0.0,0
27142,2013-01-16,20,HOME AND KITCHEN II,0.0,0
27143,2013-01-16,20,HOME APPLIANCES,0.0,0
27144,2013-01-16,20,HOME CARE,0.0,0
27145,2013-01-16,20,LADIESWEAR,0.0,0
27146,2013-01-16,20,LAWN AND GARDEN,0.0,0
27147,2013-01-16,20,LINGERIE,0.0,0
27148,2013-01-16,20,"LIQUOR,WINE,BEER",0.0,0
27149,2013-01-16,20,MAGAZINES,0.0,0
27150,2013-01-16,20,MEATS,0.0,0
27151,2013-01-16,20,PERSONAL CARE,0.0,0
27152,2013-01-16,20,PET SUPPLIES,0.0,0
27153,2013-01-16,20,PLAYERS AND ELECTRONICS,0.0,0
27154,2013-01-16,20,POULTRY,0.0,0
27155,2013-01-16,20,PREPARED FOODS,0.0,0
27156,2013-01-16,20,PRODUCE,0.0,0
27157,2013-01-16,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
27158,2013-01-16,20,SEAFOOD,0.0,0
27159,2013-01-16,21,AUTOMOTIVE,0.0,0
27160,2013-01-16,21,BABY CARE,0.0,0
27161,2013-01-16,21,BEAUTY,0.0,0
27162,2013-01-16,21,BEVERAGES,0.0,0
27163,2013-01-16,21,BOOKS,0.0,0
27164,2013-01-16,21,BREAD/BAKERY,0.0,0
27165,2013-01-16,21,CELEBRATION,0.0,0
27166,2013-01-16,21,CLEANING,0.0,0
27167,2013-01-16,21,DAIRY,0.0,0
27168,2013-01-16,21,DELI,0.0,0
27169,2013-01-16,21,EGGS,0.0,0
27170,2013-01-16,21,FROZEN FOODS,0.0,0
27171,2013-01-16,21,GROCERY I,0.0,0
27172,2013-01-16,21,GROCERY II,0.0,0
27173,2013-01-16,21,HARDWARE,0.0,0
27174,2013-01-16,21,HOME AND KITCHEN I,0.0,0
27175,2013-01-16,21,HOME AND KITCHEN II,0.0,0
27176,2013-01-16,21,HOME APPLIANCES,0.0,0
27177,2013-01-16,21,HOME CARE,0.0,0
27178,2013-01-16,21,LADIESWEAR,0.0,0
27179,2013-01-16,21,LAWN AND GARDEN,0.0,0
27180,2013-01-16,21,LINGERIE,0.0,0
27181,2013-01-16,21,"LIQUOR,WINE,BEER",0.0,0
27182,2013-01-16,21,MAGAZINES,0.0,0
27183,2013-01-16,21,MEATS,0.0,0
27184,2013-01-16,21,PERSONAL CARE,0.0,0
27185,2013-01-16,21,PET SUPPLIES,0.0,0
27186,2013-01-16,21,PLAYERS AND ELECTRONICS,0.0,0
27187,2013-01-16,21,POULTRY,0.0,0
27188,2013-01-16,21,PREPARED FOODS,0.0,0
27189,2013-01-16,21,PRODUCE,0.0,0
27190,2013-01-16,21,SCHOOL AND OFFICE SUPPLIES,0.0,0
27191,2013-01-16,21,SEAFOOD,0.0,0
27192,2013-01-16,22,AUTOMOTIVE,0.0,0
27193,2013-01-16,22,BABY CARE,0.0,0
27194,2013-01-16,22,BEAUTY,0.0,0
27195,2013-01-16,22,BEVERAGES,0.0,0
27196,2013-01-16,22,BOOKS,0.0,0
27197,2013-01-16,22,BREAD/BAKERY,0.0,0
27198,2013-01-16,22,CELEBRATION,0.0,0
27199,2013-01-16,22,CLEANING,0.0,0
27200,2013-01-16,22,DAIRY,0.0,0
27201,2013-01-16,22,DELI,0.0,0
27202,2013-01-16,22,EGGS,0.0,0
27203,2013-01-16,22,FROZEN FOODS,0.0,0
27204,2013-01-16,22,GROCERY I,0.0,0
27205,2013-01-16,22,GROCERY II,0.0,0
27206,2013-01-16,22,HARDWARE,0.0,0
27207,2013-01-16,22,HOME AND KITCHEN I,0.0,0
27208,2013-01-16,22,HOME AND KITCHEN II,0.0,0
27209,2013-01-16,22,HOME APPLIANCES,0.0,0
27210,2013-01-16,22,HOME CARE,0.0,0
27211,2013-01-16,22,LADIESWEAR,0.0,0
27212,2013-01-16,22,LAWN AND GARDEN,0.0,0
27213,2013-01-16,22,LINGERIE,0.0,0
27214,2013-01-16,22,"LIQUOR,WINE,BEER",0.0,0
27215,2013-01-16,22,MAGAZINES,0.0,0
27216,2013-01-16,22,MEATS,0.0,0
27217,2013-01-16,22,PERSONAL CARE,0.0,0
27218,2013-01-16,22,PET SUPPLIES,0.0,0
27219,2013-01-16,22,PLAYERS AND ELECTRONICS,0.0,0
27220,2013-01-16,22,POULTRY,0.0,0
27221,2013-01-16,22,PREPARED FOODS,0.0,0
27222,2013-01-16,22,PRODUCE,0.0,0
27223,2013-01-16,22,SCHOOL AND OFFICE SUPPLIES,0.0,0
27224,2013-01-16,22,SEAFOOD,0.0,0
27225,2013-01-16,23,AUTOMOTIVE,0.0,0
27226,2013-01-16,23,BABY CARE,0.0,0
27227,2013-01-16,23,BEAUTY,1.0,0
27228,2013-01-16,23,BEVERAGES,732.0,0
27229,2013-01-16,23,BOOKS,0.0,0
27230,2013-01-16,23,BREAD/BAKERY,237.957,0
27231,2013-01-16,23,CELEBRATION,0.0,0
27232,2013-01-16,23,CLEANING,667.0,0
27233,2013-01-16,23,DAIRY,258.0,0
27234,2013-01-16,23,DELI,102.321,0
27235,2013-01-16,23,EGGS,61.0,0
27236,2013-01-16,23,FROZEN FOODS,47.261,0
27237,2013-01-16,23,GROCERY I,1628.0,0
27238,2013-01-16,23,GROCERY II,12.0,0
27239,2013-01-16,23,HARDWARE,0.0,0
27240,2013-01-16,23,HOME AND KITCHEN I,0.0,0
27241,2013-01-16,23,HOME AND KITCHEN II,0.0,0
27242,2013-01-16,23,HOME APPLIANCES,1.0,0
27243,2013-01-16,23,HOME CARE,0.0,0
27244,2013-01-16,23,LADIESWEAR,0.0,0
27245,2013-01-16,23,LAWN AND GARDEN,0.0,0
27246,2013-01-16,23,LINGERIE,3.0,0
27247,2013-01-16,23,"LIQUOR,WINE,BEER",43.0,0
27248,2013-01-16,23,MAGAZINES,0.0,0
27249,2013-01-16,23,MEATS,502.45798,0
27250,2013-01-16,23,PERSONAL CARE,86.0,0
27251,2013-01-16,23,PET SUPPLIES,0.0,0
27252,2013-01-16,23,PLAYERS AND ELECTRONICS,0.0,0
27253,2013-01-16,23,POULTRY,155.79001,0
27254,2013-01-16,23,PREPARED FOODS,30.0,0
27255,2013-01-16,23,PRODUCE,0.0,0
27256,2013-01-16,23,SCHOOL AND OFFICE SUPPLIES,0.0,0
27257,2013-01-16,23,SEAFOOD,14.764,0
27258,2013-01-16,24,AUTOMOTIVE,1.0,0
27259,2013-01-16,24,BABY CARE,0.0,0
27260,2013-01-16,24,BEAUTY,2.0,0
27261,2013-01-16,24,BEVERAGES,1910.0,0
27262,2013-01-16,24,BOOKS,0.0,0
27263,2013-01-16,24,BREAD/BAKERY,617.135,0
27264,2013-01-16,24,CELEBRATION,0.0,0
27265,2013-01-16,24,CLEANING,1542.0,0
27266,2013-01-16,24,DAIRY,681.0,0
27267,2013-01-16,24,DELI,199.998,0
27268,2013-01-16,24,EGGS,254.0,0
27269,2013-01-16,24,FROZEN FOODS,63.194,0
27270,2013-01-16,24,GROCERY I,3687.0,0
27271,2013-01-16,24,GROCERY II,5.0,0
27272,2013-01-16,24,HARDWARE,0.0,0
27273,2013-01-16,24,HOME AND KITCHEN I,0.0,0
27274,2013-01-16,24,HOME AND KITCHEN II,0.0,0
27275,2013-01-16,24,HOME APPLIANCES,0.0,0
27276,2013-01-16,24,HOME CARE,0.0,0
27277,2013-01-16,24,LADIESWEAR,0.0,0
27278,2013-01-16,24,LAWN AND GARDEN,8.0,0
27279,2013-01-16,24,LINGERIE,22.0,0
27280,2013-01-16,24,"LIQUOR,WINE,BEER",65.0,0
27281,2013-01-16,24,MAGAZINES,0.0,0
27282,2013-01-16,24,MEATS,487.254,0
27283,2013-01-16,24,PERSONAL CARE,258.0,0
27284,2013-01-16,24,PET SUPPLIES,0.0,0
27285,2013-01-16,24,PLAYERS AND ELECTRONICS,0.0,0
27286,2013-01-16,24,POULTRY,373.684,0
27287,2013-01-16,24,PREPARED FOODS,141.262,0
27288,2013-01-16,24,PRODUCE,0.0,0
27289,2013-01-16,24,SCHOOL AND OFFICE SUPPLIES,0.0,0
27290,2013-01-16,24,SEAFOOD,46.046,0
27291,2013-01-16,25,AUTOMOTIVE,0.0,0
27292,2013-01-16,25,BABY CARE,0.0,0
27293,2013-01-16,25,BEAUTY,2.0,0
27294,2013-01-16,25,BEVERAGES,857.0,0
27295,2013-01-16,25,BOOKS,0.0,0
27296,2013-01-16,25,BREAD/BAKERY,203.43,0
27297,2013-01-16,25,CELEBRATION,0.0,0
27298,2013-01-16,25,CLEANING,411.0,0
27299,2013-01-16,25,DAIRY,240.0,0
27300,2013-01-16,25,DELI,87.262,0
27301,2013-01-16,25,EGGS,69.0,0
27302,2013-01-16,25,FROZEN FOODS,38.807,0
27303,2013-01-16,25,GROCERY I,1238.0,0
27304,2013-01-16,25,GROCERY II,1.0,0
27305,2013-01-16,25,HARDWARE,0.0,0
27306,2013-01-16,25,HOME AND KITCHEN I,0.0,0
27307,2013-01-16,25,HOME AND KITCHEN II,0.0,0
27308,2013-01-16,25,HOME APPLIANCES,0.0,0
27309,2013-01-16,25,HOME CARE,0.0,0
27310,2013-01-16,25,LADIESWEAR,0.0,0
27311,2013-01-16,25,LAWN AND GARDEN,5.0,0
27312,2013-01-16,25,LINGERIE,24.0,0
27313,2013-01-16,25,"LIQUOR,WINE,BEER",59.0,0
27314,2013-01-16,25,MAGAZINES,0.0,0
27315,2013-01-16,25,MEATS,328.02,0
27316,2013-01-16,25,PERSONAL CARE,74.0,0
27317,2013-01-16,25,PET SUPPLIES,0.0,0
27318,2013-01-16,25,PLAYERS AND ELECTRONICS,0.0,0
27319,2013-01-16,25,POULTRY,86.568,0
27320,2013-01-16,25,PREPARED FOODS,120.613,0
27321,2013-01-16,25,PRODUCE,0.0,0
27322,2013-01-16,25,SCHOOL AND OFFICE SUPPLIES,0.0,0
27323,2013-01-16,25,SEAFOOD,10.0,0
27324,2013-01-16,26,AUTOMOTIVE,0.0,0
27325,2013-01-16,26,BABY CARE,0.0,0
27326,2013-01-16,26,BEAUTY,0.0,0
27327,2013-01-16,26,BEVERAGES,318.0,0
27328,2013-01-16,26,BOOKS,0.0,0
27329,2013-01-16,26,BREAD/BAKERY,277.0,0
27330,2013-01-16,26,CELEBRATION,0.0,0
27331,2013-01-16,26,CLEANING,490.0,0
27332,2013-01-16,26,DAIRY,134.0,0
27333,2013-01-16,26,DELI,105.407,0
27334,2013-01-16,26,EGGS,61.0,0
27335,2013-01-16,26,FROZEN FOODS,21.055,0
27336,2013-01-16,26,GROCERY I,1426.0,0
27337,2013-01-16,26,GROCERY II,1.0,0
27338,2013-01-16,26,HARDWARE,0.0,0
27339,2013-01-16,26,HOME AND KITCHEN I,0.0,0
27340,2013-01-16,26,HOME AND KITCHEN II,0.0,0
27341,2013-01-16,26,HOME APPLIANCES,0.0,0
27342,2013-01-16,26,HOME CARE,0.0,0
27343,2013-01-16,26,LADIESWEAR,0.0,0
27344,2013-01-16,26,LAWN AND GARDEN,0.0,0
27345,2013-01-16,26,LINGERIE,9.0,0
27346,2013-01-16,26,"LIQUOR,WINE,BEER",24.0,0
27347,2013-01-16,26,MAGAZINES,0.0,0
27348,2013-01-16,26,MEATS,316.887,0
27349,2013-01-16,26,PERSONAL CARE,185.0,0
27350,2013-01-16,26,PET SUPPLIES,0.0,0
27351,2013-01-16,26,PLAYERS AND ELECTRONICS,0.0,0
27352,2013-01-16,26,POULTRY,182.707,0
27353,2013-01-16,26,PREPARED FOODS,28.0,0
27354,2013-01-16,26,PRODUCE,0.0,0
27355,2013-01-16,26,SCHOOL AND OFFICE SUPPLIES,0.0,0
27356,2013-01-16,26,SEAFOOD,1.0,0
27357,2013-01-16,27,AUTOMOTIVE,2.0,0
27358,2013-01-16,27,BABY CARE,0.0,0
27359,2013-01-16,27,BEAUTY,3.0,0
27360,2013-01-16,27,BEVERAGES,824.0,0
27361,2013-01-16,27,BOOKS,0.0,0
27362,2013-01-16,27,BREAD/BAKERY,389.284,0
27363,2013-01-16,27,CELEBRATION,0.0,0
27364,2013-01-16,27,CLEANING,659.0,0
27365,2013-01-16,27,DAIRY,375.0,0
27366,2013-01-16,27,DELI,156.491,0
27367,2013-01-16,27,EGGS,192.0,0
27368,2013-01-16,27,FROZEN FOODS,33.975,0
27369,2013-01-16,27,GROCERY I,1889.0,0
27370,2013-01-16,27,GROCERY II,6.0,0
27371,2013-01-16,27,HARDWARE,0.0,0
27372,2013-01-16,27,HOME AND KITCHEN I,0.0,0
27373,2013-01-16,27,HOME AND KITCHEN II,0.0,0
27374,2013-01-16,27,HOME APPLIANCES,0.0,0
27375,2013-01-16,27,HOME CARE,0.0,0
27376,2013-01-16,27,LADIESWEAR,0.0,0
27377,2013-01-16,27,LAWN AND GARDEN,1.0,0
27378,2013-01-16,27,LINGERIE,12.0,0
27379,2013-01-16,27,"LIQUOR,WINE,BEER",38.0,0
27380,2013-01-16,27,MAGAZINES,0.0,0
27381,2013-01-16,27,MEATS,194.666,0
27382,2013-01-16,27,PERSONAL CARE,152.0,0
27383,2013-01-16,27,PET SUPPLIES,0.0,0
27384,2013-01-16,27,PLAYERS AND ELECTRONICS,0.0,0
27385,2013-01-16,27,POULTRY,170.048,0
27386,2013-01-16,27,PREPARED FOODS,89.067,0
27387,2013-01-16,27,PRODUCE,0.0,0
27388,2013-01-16,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
27389,2013-01-16,27,SEAFOOD,23.865,0
27390,2013-01-16,28,AUTOMOTIVE,7.0,0
27391,2013-01-16,28,BABY CARE,0.0,0
27392,2013-01-16,28,BEAUTY,4.0,0
27393,2013-01-16,28,BEVERAGES,532.0,0
27394,2013-01-16,28,BOOKS,0.0,0
27395,2013-01-16,28,BREAD/BAKERY,395.0,0
27396,2013-01-16,28,CELEBRATION,0.0,0
27397,2013-01-16,28,CLEANING,532.0,0
27398,2013-01-16,28,DAIRY,143.0,0
27399,2013-01-16,28,DELI,143.112,0
27400,2013-01-16,28,EGGS,77.0,0
27401,2013-01-16,28,FROZEN FOODS,7.0,0
27402,2013-01-16,28,GROCERY I,1428.0,0
27403,2013-01-16,28,GROCERY II,2.0,0
27404,2013-01-16,28,HARDWARE,0.0,0
27405,2013-01-16,28,HOME AND KITCHEN I,0.0,0
27406,2013-01-16,28,HOME AND KITCHEN II,0.0,0
27407,2013-01-16,28,HOME APPLIANCES,0.0,0
27408,2013-01-16,28,HOME CARE,0.0,0
27409,2013-01-16,28,LADIESWEAR,0.0,0
27410,2013-01-16,28,LAWN AND GARDEN,0.0,0
27411,2013-01-16,28,LINGERIE,6.0,0
27412,2013-01-16,28,"LIQUOR,WINE,BEER",13.0,0
27413,2013-01-16,28,MAGAZINES,0.0,0
27414,2013-01-16,28,MEATS,100.606,0
27415,2013-01-16,28,PERSONAL CARE,125.0,0
27416,2013-01-16,28,PET SUPPLIES,0.0,0
27417,2013-01-16,28,PLAYERS AND ELECTRONICS,0.0,0
27418,2013-01-16,28,POULTRY,88.766,0
27419,2013-01-16,28,PREPARED FOODS,37.875,0
27420,2013-01-16,28,PRODUCE,0.0,0
27421,2013-01-16,28,SCHOOL AND OFFICE SUPPLIES,0.0,0
27422,2013-01-16,28,SEAFOOD,5.0,0
27423,2013-01-16,29,AUTOMOTIVE,0.0,0
27424,2013-01-16,29,BABY CARE,0.0,0
27425,2013-01-16,29,BEAUTY,0.0,0
27426,2013-01-16,29,BEVERAGES,0.0,0
27427,2013-01-16,29,BOOKS,0.0,0
27428,2013-01-16,29,BREAD/BAKERY,0.0,0
27429,2013-01-16,29,CELEBRATION,0.0,0
27430,2013-01-16,29,CLEANING,0.0,0
27431,2013-01-16,29,DAIRY,0.0,0
